Number,Name,Abbre,City,Division,Conference,Captain,Assistant #1,Assistant #2,ArenaCapacity #1,ArenaCapacity #2,TicketPrice #1,TicketPrice #2,Attendance #1,Attendance #2,ScheduleGameInAYear,SalaryCapToDate,SalaryCapPerDay,TotalPlayersSalaries,TotalPlayersSalariesAverage,Expenses Per Days,TotalAttendance,TotalIncome,ExpenseThisSeason,SeasonTicketPCT,TeamPopularity,CoachID,Empty3,Morale,PowerRanking,StandingPlayoffTitle,DidNotMakePlayoff,PlayOffWinRound,PlayOffEliminated,UniqueID,EstimatedRevenue,EstimatedSeasonExpense,Empty4,Empty5,Streak,Last10W,Last10L,Last10T,Last10OTW,Last10OTL,Last10SOW,Last10SOL,GP,W,L,T,OTW,OTL,SOW,SOL,Points,GF,GA,HomeGP,HomeW,HomeL,HomeT,HomeOTW,HomeOTL,HomeSOW,HomeSOL,HomeGF,HomeGA,PPAttemp,PPGoal,PKAttemp,PKGoalGA,PKGoalGF,ShotsFor,ShotsAga,ShotsBlock,ShotsPerPeriod #1,ShotsPerPeriod #2,ShotsPerPeriod #3,ShotsPerPeriod #4,GoalsPerPeriod #1,GoalsPerPeriod #2,GoalsPerPeriod #3,GoalsPerPeriod #4,PuckTimeInZone DF,PuckTimeInZone OF,PuckTimeInZone NT,PuckTimeControlinZone DF,PuckTimeControlinZone OF,PuckTimeControlinZone NT,Shutouts,TotalGoal,TotalAssist,TotalPoint,Pim,Hits,Face Off Won Defensif Zone, Face Off Total Defensif Zone,Face Off Won Offensif Zone,Face Off Total Offensif Zone,Face Off Won Neutral Zone,Face Off Total Neutral Zone,EmptyNetGoal,
11,Bakersfield Condors,BAK,Bakersfield,Pacific Division,Western Conference,0,0,0,2000,1000,35,15,3960,1921,72,80622,6562,1260000,1260000,6563,5881,167415,80622,10,100,25,,39,30,,False,0,False,11,2846055,1201029,,,W1,1,1,0,0,0,0,1,3,1,1,0,0,0,0,1,3,7,37,2,1,0,0,0,0,0,1,7,6,10,2,9,4,0,63,58,25,16,30,13,6,1,4,2,0,3662,5046,2392,1180,3789,1155,0,7,14,21,18,42,16,25,25,43,35,64,0
12,Jacksonville Barons,JAK,Jacksonville,Atlantic Division,Eastern Conference,0,0,0,2000,1000,35,15,3761,1915,72,66807,6326,1214600,1214600,6326,5676,160360,66807,10,100,21,,41,5,,False,0,False,12,2726120,1157658,,,L2,1,2,0,0,0,0,0,3,1,2,0,0,0,0,0,2,33,12,2,0,2,0,0,0,0,0,6,12,6,1,8,4,1,63,62,12,21,27,15,0,11,18,4,0,4472,4009,2319,1009,2914,1208,1,33,52,85,31,29,17,36,9,27,45,69,0
13,Ontario Reign,ONT,Ontario,Pacific Division,Western Conference,0,0,0,2000,1000,35,15,3781,1882,72,54423,6047,1161082,1161082,6047,5663,160565,54423,10,100,60,,58,14,,False,0,False,13,2729605,1106601,,,SOL1,2,0,0,0,0,0,1,3,2,0,0,0,0,0,1,5,8,6,2,1,0,0,0,0,0,1,5,4,12,3,13,2,0,69,66,25,21,32,13,8,2,5,1,0,4547,4259,2294,1245,3007,1190,0,8,11,19,79,30,32,47,23,45,13,32,0
14,Iowa Wild,IOW,Des Moines,Central Division,Western Conference,0,0,0,2000,1000,35,15,3858,1812,72,58716,6524,1252600,1252600,6524,5670,162210,58716,10,100,58,,41,17,,False,0,False,14,2757570,1193892,,,W1,2,2,0,0,0,0,0,4,2,2,0,0,0,0,0,4,40,39,2,1,1,0,0,0,0,0,10,9,17,7,6,2,2,100,87,29,43,24,33,0,17,9,14,0,5236,6044,3120,1474,4517,1552,0,40,63,103,17,53,29,50,27,51,60,114,0
15,Laval Rocket,LAV,Laval,North Division,Eastern Conference,0,0,0,2000,1000,35,15,3910,1896,72,42111,3756,721196,721196,3756,5806,165290,42111,10,100,127,,37,20,,False,0,False,15,2809930,687348,,,L3,1,3,0,0,0,0,0,4,1,3,0,0,0,0,0,2,12,13,2,1,1,0,0,0,0,0,9,6,14,6,16,4,0,65,85,36,21,20,24,0,4,2,6,0,5734,5838,2828,1561,4425,1317,0,12,18,30,57,67,22,48,24,41,22,54,0
16,Milwaukee Admirals,MIL,Milwaukee,Central Division,Western Conference,0,0,0,2000,1000,35,15,3780,1912,72,29295,3255,624900,624900,3255,5692,160980,29295,10,100,90,,38,28,,False,0,False,16,2736660,595665,,,W1,1,3,0,0,0,0,0,4,1,3,0,0,0,0,0,2,10,36,2,1,1,0,0,0,0,0,8,8,16,3,13,4,0,73,95,32,26,14,33,0,4,2,4,0,5499,6226,2675,1504,4765,1335,0,10,18,28,29,49,27,54,34,64,33,72,0
17,Utica Comets,UTI,Utica,North Division,Eastern Conference,0,0,0,2000,1000,35,15,1781,950,72,108252,12028,2309355,2309355,12028,2731,76585,108252,10,100,147,,41,4,,False,0,False,17,0,2201124,,,W1,3,2,0,0,0,0,0,5,3,2,0,0,0,0,0,6,39,20,1,0,1,0,0,0,0,0,3,5,26,7,14,7,0,147,137,51,47,54,46,0,19,13,7,0,7019,6965,4016,2062,4525,2218,0,39,64,103,28,128,44,77,40,84,49,86,0
18,Bridgeport Islanders,BRI,Bridgeport,Atlantic Division,Eastern Conference,0,0,0,2000,1000,35,15,1957,915,72,47466,5274,1012564,1012564,5274,2872,82220,47466,10,100,141,,38,22,,False,0,False,18,2877700,965142,,,L2,1,2,0,0,0,0,0,3,1,2,0,0,0,0,0,2,8,12,1,1,0,0,0,0,0,0,4,3,12,4,12,2,1,46,78,32,17,17,12,0,3,2,3,0,3648,5016,2136,1298,3889,944,0,8,12,20,29,34,19,57,19,38,14,37,0
19,Hartford Wolf Pack,HFD,Hartford,Atlantic Division,Eastern Conference,0,0,0,2000,1000,35,15,3833,1944,72,55719,6191,1188670,1188670,6191,5777,163315,55719,10,100,57,,38,12,,False,0,False,19,2776355,1132953,,,SOL1,1,1,0,0,0,0,1,3,1,1,0,0,0,0,1,3,18,12,2,1,0,0,0,0,0,1,16,6,8,4,7,3,2,51,53,22,18,15,17,4,4,7,7,0,4332,4677,2091,1028,3623,1019,0,18,30,48,34,34,22,34,10,21,25,47,0
20,Belleville Senators,BVL,Belleville,North Division,Eastern Conference,0,0,0,2000,1000,35,15,3580,1855,72,52776,5864,1125832,1125832,5864,5435,153125,52776,10,100,39,,40,19,,False,0,False,20,2603125,1073112,,,OTL1,1,0,0,0,1,0,0,2,0,0,0,0,1,1,0,3,7,7,2,0,0,0,0,1,1,0,7,7,13,4,6,2,0,38,27,21,14,14,9,3,1,4,1,1,2196,4199,1235,681,3436,622,0,7,11,18,37,30,18,26,22,36,12,25,0
21,Lehigh Valley Phantoms,LVP,Allentown,Atlantic Division,Eastern Conference,0,0,0,2000,1000,35,15,1993,941,72,29034,3643,699481,699481,3643,2934,83870,29034,10,100,59,,37,7,,False,0,False,21,2935450,666669,,,OTL2,1,0,0,0,2,0,0,3,1,0,0,0,2,0,0,4,21,6,1,0,0,0,0,1,0,0,2,3,8,0,11,2,0,55,51,14,12,19,24,0,3,4,14,0,4056,4988,1797,925,3990,867,1,21,31,52,27,35,15,31,14,32,21,46,0
22,Wilkes-Barre/Scranton Penguins,WSP,Wilkes-Barre,Atlantic Division,Eastern Conference,0,0,0,2000,1000,35,15,4000,1849,72,71928,7992,1534460,1534460,7992,5849,167735,71928,10,100,93,,44,16,,False,0,False,22,2851495,1462536,,,W3,3,1,0,0,0,0,0,4,1,1,0,2,0,0,0,6,13,14,2,1,0,0,1,0,0,0,3,1,17,6,16,4,0,103,73,33,23,40,38,2,2,2,7,2,6745,5253,2631,1457,3848,1350,1,13,21,34,57,37,19,46,27,65,19,50,0
23,San Jose Barracuda,SJB,San Jose,Pacific Division,Western Conference,0,0,0,2000,1000,35,15,1961,859,72,71910,7990,1534000,1534000,7990,2820,81520,71910,10,100,86,,37,25,,False,0,False,23,2853200,1462170,,,L1,1,2,0,0,0,0,1,4,1,2,0,0,0,0,1,3,21,37,1,0,1,0,0,0,0,0,5,23,10,3,24,7,3,106,68,32,27,32,44,6,3,7,11,0,6891,4899,2910,1500,3384,1452,0,21,36,57,48,49,29,45,29,55,49,81,0
24,Coachella Valley Firebirds,CVF,Thousand Palms,Pacific Division,Western Conference,0,0,0,2000,1000,35,15,3752,1781,72,0,0,0,0,0,5533,158035,0,10,100,46,,36,31,,False,0,False,24,2686595,0,,,L1,0,2,0,0,0,0,1,3,0,2,0,0,0,0,1,1,1,31,2,0,1,0,0,0,0,1,0,28,7,1,7,1,0,23,67,33,7,8,7,4,1,0,0,0,5334,3834,1932,1052,2942,834,0,1,2,3,24,12,16,30,11,18,14,51,0
25,Springfield Thunderbirds,SPR,Springfield,Atlantic Division,Eastern Conference,0,0,0,2000,1000,35,15,1727,990,72,26163,3830,735400,735400,3830,2717,75295,26163,10,100,158,,38,32,,False,0,False,25,2635325,700890,,,OTL1,1,3,0,0,1,0,0,5,0,3,0,0,1,1,0,3,10,46,1,0,1,0,0,0,0,0,2,3,12,0,12,4,0,82,101,48,13,29,39,4,2,4,3,1,6679,8265,3577,1831,6552,1641,0,10,17,27,149,41,22,44,19,55,35,90,0
26,Syracuse Crunch,SYR,Syracuse,North Division,Eastern Conference,0,0,0,2000,1000,35,15,1871,1000,72,47016,5224,1003000,1003000,5224,2871,80485,47016,10,100,79,,44,11,,False,0,False,26,2816975,955992,,,W3,3,0,0,0,0,0,0,3,2,0,0,1,0,0,0,6,35,30,1,1,0,0,0,0,0,0,28,25,7,4,13,4,0,68,61,31,19,29,18,2,12,12,10,1,4649,3858,2423,1188,2751,1189,0,35,54,89,36,44,23,42,15,37,49,97,0
27,Toronto Marlies,TOR,Toronto,North Division,Eastern Conference,0,0,0,2000,1000,35,15,3559,1803,72,88443,9827,1886839,1886839,9827,5362,151610,88443,10,100,82,,54,15,,False,0,False,27,2577370,1798341,,,W2,2,1,0,0,0,0,0,3,2,1,0,0,0,0,0,4,14,11,2,1,1,0,0,0,0,0,5,7,9,5,13,4,0,73,79,24,20,28,25,0,4,5,5,0,4295,4150,2355,1315,3032,1125,0,14,24,38,71,31,21,54,24,45,19,46,0
28,Tucson Roadrunners,TUC,Tucson,Pacific Division,Western Conference,0,0,0,2000,1000,35,15,3915,1907,72,60543,6727,1291592,1291592,6727,5822,165630,60543,10,100,161,,42,13,,False,0,False,28,2815710,1231041,,,W2,2,0,0,0,0,0,0,2,1,0,0,0,0,1,0,4,7,3,2,1,0,0,0,0,1,0,7,3,4,0,5,1,1,39,49,15,9,11,19,2,2,2,2,1,3200,2818,1482,800,2070,687,1,7,7,14,10,25,14,31,10,25,9,23,0
29,Abbotsford Canucks,ABB,Abbotsford,Pacific Division,Western Conference,0,0,0,2000,1000,35,15,2000,953,72,85833,9537,1831126,1831126,9537,2953,84295,85833,10,100,99,,41,10,,False,0,False,29,2950325,1745271,,,W2,2,0,0,0,0,0,1,3,2,0,0,0,0,0,1,5,14,5,1,1,0,0,0,0,0,0,4,1,12,3,8,0,1,91,54,20,22,23,45,4,2,3,9,0,4506,4290,2304,1197,2982,1261,1,14,17,31,21,30,27,41,32,57,25,37,0
30,Henderson Silver Knights,HSK,Henderson,Pacific Division,Western Conference,0,0,0,2000,1000,35,15,2000,950,72,74547,8283,1590271,1590271,8283,2950,84250,74547,10,100,143,,39,9,,False,0,False,30,2948750,1515789,,,L2,2,3,0,0,0,0,0,5,2,3,0,0,0,0,0,4,38,26,1,1,0,0,0,0,0,0,6,2,15,6,22,10,1,110,141,60,28,45,37,0,11,19,8,0,8029,5960,4011,2063,3997,1993,0,38,50,88,59,31,40,84,21,61,42,93,0
31,Hershey Bears,HER,Hershey,Atlantic Division,Eastern Conference,0,0,0,2000,1000,35,15,3589,1887,72,28395,3155,605700,605700,3155,5476,153920,28395,10,100,44,,40,27,,False,0,False,31,2616640,577365,,,L1,1,2,0,0,0,0,0,3,0,2,0,0,0,1,0,2,5,29,2,0,1,0,0,0,1,0,5,21,12,1,7,3,1,27,69,24,3,10,11,6,1,2,1,1,3191,5936,1973,1013,4920,967,0,5,7,12,19,26,20,37,7,26,22,50,0
32,Manitoba Moose,MAN,Winnipeg,Central Division,Western Conference,0,0,0,2000,1000,35,15,3703,1807,72,52614,5846,1122400,1122400,5846,5510,156710,52614,10,100,104,,42,23,,False,0,False,32,2664070,1069818,,,W2,2,1,0,0,0,0,0,3,2,1,0,0,0,0,0,4,22,31,2,1,1,0,0,0,0,0,13,27,15,8,13,3,2,99,62,11,31,43,25,0,10,7,5,0,3787,4543,2470,1323,3258,1215,0,22,32,54,29,38,20,36,24,58,40,69,0
