Game Number,Day,Play,Visitor Team,Visitor Score,Home Team,Home Score,Overtime,Shutout
95,14,False,3,0,15,0,False,False
96,14,False,32,0,4,0,False,False
97,14,False,5,0,30,0,False,False
98,15,False,17,0,27,0,False,False
99,15,False,11,0,20,0,False,False
100,15,False,23,0,18,0,False,False
101,15,False,29,0,22,0,False,False
102,15,False,24,0,31,0,False,False
103,15,False,12,0,2,0,False,False
104,15,False,13,0,25,0,False,False
105,15,False,1,0,16,0,False,False
106,15,False,8,0,9,0,False,False
107,15,False,7,0,28,0,False,False
108,16,False,14,0,17,0,False,False
109,16,False,10,0,3,0,False,False
110,16,False,15,0,4,0,False,False
111,17,False,1,0,2,0,False,False
112,17,False,21,0,20,0,False,False
113,17,False,6,0,26,0,False,False
114,17,False,22,0,12,0,False,False
115,17,False,10,0,18,0,False,False
116,17,False,23,0,19,0,False,False
117,17,False,28,0,25,0,False,False
118,17,False,29,0,16,0,False,False
119,17,False,13,0,9,0,False,False
120,17,False,24,0,32,0,False,False
121,17,False,5,0,7,0,False,False
122,17,False,15,0,11,0,False,False
123,18,False,27,0,3,0,False,False
124,18,False,23,0,17,0,False,False
125,18,False,31,0,8,0,False,False
126,18,False,4,0,32,0,False,False
127,19,False,18,0,21,0,False,False
128,19,False,7,0,2,0,False,False
129,19,False,1,0,26,0,False,False
130,19,False,30,0,12,0,False,False
131,19,False,28,0,14,0,False,False
132,19,False,3,0,27,0,False,False
133,19,False,25,0,10,0,False,False
134,19,False,8,0,22,0,False,False
135,19,False,20,0,31,0,False,False
136,19,False,15,0,29,0,False,False
137,19,False,13,0,16,0,False,False
138,19,False,5,0,9,0,False,False
139,19,False,11,0,24,0,False,False
140,20,False,7,0,17,0,False,False
141,20,False,30,0,26,0,False,False
142,20,False,23,0,14,0,False,False
143,20,False,28,0,32,0,False,False
144,20,False,13,0,6,0,False,False
145,20,False,9,0,16,0,False,False
146,20,False,19,0,4,0,False,False
147,20,False,11,0,29,0,False,False
148,21,False,25,0,22,0,False,False
149,21,False,2,0,20,0,False,False
150,22,False,22,0,21,0,False,False
151,22,False,4,0,27,0,False,False
152,22,False,8,0,3,0,False,False
153,22,False,1,0,12,0,False,False
154,22,False,18,0,2,0,False,False
155,22,False,30,0,5,0,False,False
156,22,False,26,0,16,0,False,False
157,22,False,32,0,14,0,False,False
158,22,False,10,0,25,0,False,False
159,22,False,31,0,9,0,False,False
160,22,False,20,0,6,0,False,False
161,22,False,17,0,7,0,False,False
162,22,False,28,0,11,0,False,False
163,22,False,19,0,29,0,False,False
164,22,False,15,0,24,0,False,False
165,22,False,13,0,23,0,False,False
166,23,False,27,0,8,0,False,False
167,24,False,3,0,2,0,False,False
168,24,False,4,0,20,0,False,False
169,24,False,9,0,26,0,False,False
170,24,False,16,0,21,0,False,False
171,24,False,18,0,5,0,False,False
172,24,False,29,0,25,0,False,False
173,24,False,22,0,14,0,False,False
174,24,False,6,0,32,0,False,False
175,24,False,19,0,11,0,False,False
176,24,False,17,0,23,0,False,False
177,24,False,10,0,13,0,False,False
178,25,False,7,0,30,0,False,False
179,25,False,18,0,31,0,False,False
180,25,False,10,0,1,0,False,False
181,26,False,5,0,2,0,False,False
182,26,False,22,0,32,0,False,False
183,26,False,4,0,16,0,False,False
184,26,False,7,0,23,0,False,False
185,26,False,9,0,12,0,False,False
186,26,False,31,0,3,0,False,False
187,26,False,20,0,15,0,False,False
188,26,False,27,0,21,0,False,False
189,26,False,25,0,8,0,False,False
190,26,False,29,0,14,0,False,False
191,26,False,17,0,13,0,False,False
192,26,False,6,0,11,0,False,False
193,26,False,19,0,24,0,False,False
194,27,False,26,0,28,0,False,False
195,27,False,8,0,18,0,False,False
196,27,False,4,0,21,0,False,False
197,27,False,17,0,1,0,False,False
198,27,False,10,0,23,0,False,False
199,28,False,22,0,27,0,False,False
200,28,False,11,0,25,0,False,False
201,28,False,29,0,16,0,False,False
202,28,False,6,0,24,0,False,False
203,29,False,28,0,3,0,False,False
204,29,False,21,0,15,0,False,False
205,29,False,2,0,18,0,False,False
206,29,False,5,0,19,0,False,False
207,29,False,11,0,9,0,False,False
208,29,False,16,0,14,0,False,False
209,29,False,26,0,7,0,False,False
210,29,False,10,0,30,0,False,False
211,29,False,12,0,1,0,False,False
212,29,False,32,0,13,0,False,False
213,30,False,28,0,27,0,False,False
214,30,False,25,0,31,0,False,False
215,30,False,8,0,4,0,False,False
216,30,False,6,0,29,0,False,False
217,30,False,23,0,24,0,False,False
218,31,False,20,0,2,0,False,False
219,31,False,25,0,3,0,False,False
220,31,False,15,0,17,0,False,False
221,31,False,31,0,22,0,False,False
222,31,False,14,0,5,0,False,False
223,31,False,21,0,16,0,False,False
224,31,False,1,0,9,0,False,False
225,31,False,26,0,30,0,False,False
226,31,False,12,0,13,0,False,False
227,32,False,19,0,10,0,False,False
228,32,False,14,0,18,0,False,False
229,32,False,6,0,4,0,False,False
230,32,False,32,0,23,0,False,False
231,33,False,22,0,17,0,False,False
232,33,False,20,0,21,0,False,False
233,33,False,9,0,16,0,False,False
234,33,False,2,0,27,0,False,False
235,33,False,28,0,15,0,False,False
236,33,False,31,0,26,0,False,False
237,33,False,18,0,19,0,False,False
238,33,False,3,0,5,0,False,False
239,33,False,24,0,25,0,False,False
240,33,False,7,0,11,0,False,False
241,33,False,8,0,29,0,False,False
242,33,False,1,0,30,0,False,False
243,33,False,12,0,23,0,False,False
244,34,False,6,0,10,0,False,False
245,34,False,13,0,22,0,False,False
246,34,False,5,0,27,0,False,False
247,34,False,28,0,20,0,False,False
248,34,False,24,0,9,0,False,False
249,34,False,4,0,14,0,False,False
250,34,False,7,0,29,0,False,False
251,34,False,32,0,1,0,False,False
252,35,False,18,0,17,0,False,False
253,35,False,16,0,19,0,False,False
254,35,False,8,0,11,0,False,False
255,35,False,12,0,30,0,False,False
256,36,False,27,0,2,0,False,False
257,36,False,13,0,15,0,False,False
258,36,False,9,0,20,0,False,False
259,36,False,31,0,5,0,False,False
260,36,False,4,0,25,0,False,False
261,36,False,23,0,14,0,False,False
262,36,False,1,0,7,0,False,False
263,36,False,32,0,29,0,False,False
264,36,False,8,0,24,0,False,False
265,37,False,19,0,26,0,False,False
266,37,False,11,0,21,0,False,False
267,37,False,3,0,28,0,False,False
268,37,False,17,0,6,0,False,False
269,38,False,13,0,27,0,False,False
270,38,False,9,0,15,0,False,False
271,38,False,2,0,20,0,False,False
272,38,False,1,0,10,0,False,False
273,38,False,31,0,12,0,False,False
274,38,False,11,0,8,0,False,False
275,38,False,3,0,7,0,False,False
276,38,False,23,0,4,0,False,False
277,38,False,18,0,30,0,False,False
278,38,False,32,0,24,0,False,False
279,39,False,29,0,5,0,False,False
280,39,False,21,0,25,0,False,False
281,39,False,22,0,16,0,False,False
282,39,False,18,0,28,0,False,False
283,40,False,26,0,12,0,False,False
284,40,False,1,0,14,0,False,False
285,40,False,2,0,15,0,False,False
286,40,False,13,0,20,0,False,False
287,40,False,3,0,10,0,False,False
288,40,False,17,0,31,0,False,False
289,40,False,11,0,5,0,False,False
290,40,False,19,0,8,0,False,False
291,40,False,27,0,6,0,False,False
292,40,False,30,0,25,0,False,False
293,40,False,21,0,9,0,False,False
294,40,False,32,0,4,0,False,False
295,40,False,23,0,24,0,False,False
296,41,False,16,0,22,0,False,False
297,41,False,29,0,26,0,False,False
298,41,False,30,0,14,0,False,False
299,41,False,10,0,19,0,False,False
300,41,False,18,0,7,0,False,False
301,42,False,5,0,2,0,False,False
302,42,False,11,0,3,0,False,False
303,42,False,29,0,12,0,False,False
304,42,False,13,0,31,0,False,False
305,42,False,15,0,8,0,False,False
306,42,False,28,0,1,0,False,False
307,43,False,25,0,27,0,False,False
308,43,False,24,0,10,0,False,False
309,43,False,17,0,26,0,False,False
310,43,False,18,0,9,0,False,False
311,43,False,8,0,32,0,False,False
312,43,False,4,0,6,0,False,False
313,43,False,19,0,30,0,False,False
314,43,False,28,0,23,0,False,False
315,44,False,11,0,31,0,False,False
316,44,False,4,0,3,0,False,False
317,44,False,5,0,14,0,False,False
318,44,False,2,0,1,0,False,False
319,45,False,8,0,27,0,False,False
320,45,False,31,0,15,0,False,False
321,45,False,18,0,10,0,False,False
322,45,False,11,0,26,0,False,False
323,45,False,17,0,12,0,False,False
324,45,False,25,0,21,0,False,False
325,45,False,24,0,6,0,False,False
326,45,False,19,0,7,0,False,False
327,45,False,30,0,28,0,False,False
328,45,False,9,0,29,0,False,False
329,45,False,20,0,1,0,False,False
330,45,False,13,0,23,0,False,False
331,46,False,6,0,3,0,False,False
332,46,False,14,0,22,0,False,False
333,46,False,5,0,32,0,False,False
334,46,False,2,0,13,0,False,False
335,47,False,8,0,10,0,False,False
336,47,False,25,0,18,0,False,False
337,47,False,27,0,15,0,False,False
338,47,False,11,0,12,0,False,False
339,47,False,17,0,21,0,False,False
340,47,False,24,0,22,0,False,False
341,47,False,26,0,31,0,False,False
342,47,False,20,0,23,0,False,False
343,47,False,7,0,16,0,False,False
344,47,False,19,0,28,0,False,False
345,47,False,9,0,4,0,False,False
346,47,False,30,0,1,0,False,False
347,48,False,5,0,3,0,False,False
348,48,False,14,0,32,0,False,False
349,48,False,24,0,18,0,False,False
350,48,False,7,0,6,0,False,False
351,48,False,2,0,23,0,False,False
352,48,False,4,0,29,0,False,False
353,49,False,21,0,26,0,False,False
354,49,False,10,0,17,0,False,False
355,49,False,25,0,19,0,False,False
356,49,False,8,0,31,0,False,False
357,49,False,12,0,16,0,False,False
358,49,False,30,0,28,0,False,False
359,49,False,20,0,13,0,False,False
360,50,False,9,0,11,0,False,False
361,51,False,16,0,10,0,False,False
362,51,False,4,0,26,0,False,False
363,51,False,21,0,12,0,False,False
364,51,False,25,0,17,0,False,False
365,51,False,2,0,18,0,False,False
366,51,False,3,0,22,0,False,False
367,51,False,32,0,31,0,False,False
368,51,False,19,0,5,0,False,False
369,51,False,27,0,8,0,False,False
370,51,False,14,0,6,0,False,False
371,51,False,23,0,7,0,False,False
372,51,False,15,0,28,0,False,False
373,51,False,20,0,30,0,False,False
374,51,False,29,0,1,0,False,False
375,51,False,9,0,24,0,False,False
376,53,False,19,0,2,0,False,False
377,53,False,26,0,10,0,False,False
378,53,False,7,0,14,0,False,False
379,53,False,17,0,3,0,False,False
380,53,False,4,0,12,0,False,False
381,53,False,21,0,18,0,False,False
382,53,False,20,0,25,0,False,False
383,53,False,15,0,30,0,False,False
384,53,False,13,0,1,0,False,False
385,53,False,29,0,23,0,False,False
386,53,False,27,0,31,0,False,False
387,53,False,32,0,5,0,False,False
388,53,False,22,0,8,0,False,False
389,53,False,16,0,6,0,False,False
390,53,False,28,0,9,0,False,False
391,54,False,26,0,19,0,False,False
392,54,False,15,0,7,0,False,False
393,54,False,11,0,24,0,False,False
394,54,False,10,0,2,0,False,False
395,54,False,21,0,17,0,False,False
396,54,False,27,0,22,0,False,False
397,54,False,32,0,16,0,False,False
398,54,False,28,0,25,0,False,False
399,54,False,3,0,14,0,False,False
400,54,False,23,0,30,0,False,False
401,54,False,29,0,13,0,False,False
402,55,False,31,0,18,0,False,False
403,55,False,1,0,6,0,False,False
404,55,False,4,0,5,0,False,False
405,55,False,20,0,9,0,False,False
406,56,False,8,0,17,0,False,False
407,56,False,22,0,21,0,False,False
408,56,False,32,0,3,0,False,False
409,56,False,1,0,25,0,False,False
410,56,False,28,0,23,0,False,False
411,57,False,20,0,15,0,False,False
412,57,False,2,0,10,0,False,False
413,57,False,27,0,12,0,False,False
414,57,False,26,0,18,0,False,False
415,57,False,9,0,19,0,False,False
416,57,False,4,0,16,0,False,False
417,57,False,29,0,7,0,False,False
418,57,False,14,0,11,0,False,False
419,57,False,6,0,30,0,False,False
420,57,False,31,0,13,0,False,False
421,58,False,9,0,17,0,False,False
422,58,False,32,0,15,0,False,False
423,58,False,3,0,21,0,False,False
424,58,False,28,0,1,0,False,False
425,58,False,31,0,23,0,False,False
426,59,False,25,0,2,0,False,False
427,59,False,19,0,20,0,False,False
428,59,False,22,0,26,0,False,False
429,59,False,16,0,12,0,False,False
430,59,False,7,0,18,0,False,False
431,59,False,27,0,5,0,False,False
432,59,False,10,0,8,0,False,False
433,59,False,14,0,4,0,False,False
434,59,False,24,0,11,0,False,False
435,59,False,6,0,13,0,False,False
436,60,False,30,0,17,0,False,False
437,60,False,3,0,32,0,False,False
438,60,False,23,0,9,0,False,False
439,60,False,28,0,29,0,False,False
440,60,False,31,0,1,0,False,False
441,61,False,7,0,19,0,False,False
442,61,False,8,0,12,0,False,False
443,61,False,17,0,2,0,False,False
444,61,False,15,0,27,0,False,False
445,61,False,25,0,20,0,False,False
446,61,False,18,0,26,0,False,False
447,61,False,16,0,5,0,False,False
448,61,False,28,0,4,0,False,False
449,61,False,6,0,13,0,False,False
450,61,False,32,0,11,0,False,False
451,61,False,14,0,29,0,False,False
452,61,False,10,0,24,0,False,False
453,62,False,7,0,21,0,False,False
454,62,False,18,0,12,0,False,False
455,62,False,23,0,5,0,False,False
456,62,False,22,0,9,0,False,False
457,62,False,25,0,15,0,False,False
458,62,False,30,0,19,0,False,False
459,62,False,8,0,31,0,False,False
460,62,False,6,0,1,0,False,False
461,63,False,26,0,27,0,False,False
462,63,False,13,0,28,0,False,False
463,63,False,3,0,4,0,False,False
464,63,False,10,0,29,0,False,False
465,63,False,14,0,24,0,False,False
466,64,False,26,0,15,0,False,False
467,64,False,17,0,20,0,False,False
468,64,False,30,0,18,0,False,False
469,64,False,23,0,21,0,False,False
470,64,False,1,0,22,0,False,False
471,64,False,8,0,5,0,False,False
472,64,False,2,0,25,0,False,False
473,64,False,9,0,32,0,False,False
474,64,False,3,0,11,0,False,False
475,64,False,7,0,16,0,False,False
476,65,False,19,0,6,0,False,False
477,65,False,10,0,4,0,False,False
478,65,False,12,0,28,0,False,False
479,65,False,13,0,24,0,False,False
480,66,False,23,0,27,0,False,False
481,66,False,26,0,17,0,False,False
482,66,False,1,0,18,0,False,False
483,66,False,30,0,21,0,False,False
484,66,False,15,0,22,0,False,False
485,66,False,5,0,31,0,False,False
486,66,False,20,0,8,0,False,False
487,66,False,25,0,16,0,False,False
488,66,False,9,0,14,0,False,False
489,66,False,2,0,32,0,False,False
490,66,False,12,0,7,0,False,False
491,66,False,10,0,11,0,False,False
492,66,False,3,0,29,0,False,False
493,67,False,6,0,25,0,False,False
494,67,False,24,0,28,0,False,False
495,68,False,1,0,17,0,False,False
496,68,False,20,0,14,0,False,False
497,68,False,23,0,22,0,False,False
498,68,False,26,0,18,0,False,False
499,68,False,11,0,27,0,False,False
500,68,False,15,0,19,0,False,False
501,68,False,5,0,21,0,False,False
502,68,False,30,0,8,0,False,False
503,68,False,31,0,32,0,False,False
504,68,False,10,0,6,0,False,False
505,68,False,12,0,9,0,False,False
506,68,False,16,0,7,0,False,False
507,68,False,4,0,13,0,False,False
508,69,False,29,0,17,0,False,False
509,69,False,28,0,22,0,False,False
510,69,False,21,0,5,0,False,False
511,69,False,2,0,14,0,False,False
512,69,False,11,0,15,0,False,False
513,69,False,3,0,24,0,False,False
514,70,False,12,0,26,0,False,False
515,70,False,1,0,19,0,False,False
516,70,False,20,0,32,0,False,False
517,70,False,16,0,25,0,False,False
518,70,False,13,0,9,0,False,False
519,71,False,28,0,2,0,False,False
520,71,False,6,0,27,0,False,False
521,71,False,21,0,15,0,False,False
522,71,False,18,0,10,0,False,False
523,71,False,29,0,19,0,False,False
524,71,False,11,0,22,0,False,False
525,71,False,1,0,8,0,False,False
526,71,False,31,0,14,0,False,False
527,71,False,4,0,23,0,False,False
528,71,False,7,0,24,0,False,False
529,72,False,13,0,12,0,False,False
530,72,False,28,0,10,0,False,False
531,72,False,32,0,25,0,False,False
532,72,False,5,0,16,0,False,False
533,72,False,17,0,30,0,False,False
534,73,False,11,0,2,0,False,False
535,73,False,21,0,3,0,False,False
536,73,False,6,0,15,0,False,False
537,73,False,22,0,20,0,False,False
538,73,False,13,0,26,0,False,False
539,73,False,27,0,31,0,False,False
540,73,False,14,0,8,0,False,False
541,73,False,19,0,25,0,False,False
542,73,False,24,0,4,0,False,False
543,73,False,9,0,23,0,False,False
544,74,False,5,0,12,0,False,False
545,74,False,29,0,18,0,False,False
546,74,False,32,0,7,0,False,False
547,74,False,17,0,28,0,False,False
548,74,False,9,0,1,0,False,False
549,75,False,21,0,19,0,False,False
550,75,False,10,0,31,0,False,False
551,75,False,6,0,20,0,False,False
552,75,False,11,0,14,0,False,False
553,75,False,18,0,3,0,False,False
554,75,False,25,0,12,0,False,False
555,75,False,29,0,2,0,False,False
556,75,False,22,0,15,0,False,False
557,75,False,5,0,26,0,False,False
558,75,False,27,0,16,0,False,False
559,75,False,30,0,4,0,False,False
560,75,False,8,0,1,0,False,False
561,75,False,24,0,23,0,False,False
562,76,False,31,0,10,0,False,False
563,76,False,7,0,14,0,False,False
564,76,False,20,0,2,0,False,False
565,76,False,3,0,17,0,False,False
566,76,False,15,0,22,0,False,False
567,76,False,19,0,16,0,False,False
568,76,False,27,0,9,0,False,False
569,76,False,32,0,28,0,False,False
570,76,False,30,0,11,0,False,False
571,77,False,25,0,26,0,False,False
572,77,False,29,0,21,0,False,False
573,77,False,24,0,1,0,False,False
574,77,False,8,0,13,0,False,False
575,78,False,22,0,27,0,False,False
576,78,False,19,0,31,0,False,False
577,78,False,15,0,2,0,False,False
578,78,False,3,0,20,0,False,False
579,78,False,9,0,10,0,False,False
580,78,False,17,0,18,0,False,False
581,78,False,12,0,5,0,False,False
582,78,False,16,0,14,0,False,False
583,78,False,21,0,6,0,False,False
584,78,False,28,0,7,0,False,False
585,78,False,4,0,11,0,False,False
586,78,False,23,0,30,0,False,False
587,78,False,24,0,13,0,False,False
588,82,False,19,0,18,0,False,False
589,82,False,2,0,3,0,False,False
590,82,False,20,0,27,0,False,False
591,82,False,26,0,12,0,False,False
592,82,False,31,0,17,0,False,False
593,82,False,10,0,5,0,False,False
594,82,False,14,0,32,0,False,False
595,82,False,16,0,25,0,False,False
596,82,False,6,0,9,0,False,False
597,82,False,1,0,13,0,False,False
598,82,False,11,0,4,0,False,False
599,82,False,23,0,29,0,False,False
600,82,False,7,0,30,0,False,False
601,83,False,27,0,10,0,False,False
602,83,False,15,0,26,0,False,False
603,83,False,18,0,8,0,False,False
604,83,False,22,0,6,0,False,False
605,83,False,21,0,24,0,False,False
606,84,False,8,0,20,0,False,False
607,84,False,31,0,12,0,False,False
608,84,False,19,0,5,0,False,False
609,84,False,11,0,32,0,False,False
610,84,False,3,0,25,0,False,False
611,84,False,13,0,7,0,False,False
612,84,False,16,0,28,0,False,False
613,84,False,2,0,4,0,False,False
614,84,False,14,0,30,0,False,False
615,84,False,23,0,1,0,False,False
616,84,False,29,0,24,0,False,False
617,85,False,17,0,27,0,False,False
618,85,False,15,0,12,0,False,False
619,85,False,5,0,22,0,False,False
620,85,False,18,0,6,0,False,False
621,85,False,21,0,29,0,False,False
622,86,False,19,0,31,0,False,False
623,86,False,16,0,30,0,False,False
624,86,False,26,0,1,0,False,False
625,86,False,14,0,23,0,False,False
626,86,False,32,0,10,0,False,False
627,86,False,17,0,8,0,False,False
628,86,False,3,0,9,0,False,False
629,86,False,25,0,7,0,False,False
630,86,False,21,0,4,0,False,False
631,86,False,2,0,11,0,False,False
632,87,False,31,0,20,0,False,False
633,87,False,28,0,18,0,False,False
634,87,False,32,0,27,0,False,False
635,87,False,10,0,22,0,False,False
636,87,False,15,0,5,0,False,False
637,87,False,9,0,6,0,False,False
638,87,False,16,0,24,0,False,False
639,87,False,26,0,13,0,False,False
640,88,False,30,0,25,0,False,False
641,88,False,19,0,12,0,False,False
642,88,False,24,0,29,0,False,False
643,88,False,14,0,1,0,False,False
644,89,False,22,0,10,0,False,False
645,89,False,28,0,17,0,False,False
646,89,False,3,0,8,0,False,False
647,89,False,21,0,11,0,False,False
648,89,False,15,0,25,0,False,False
649,89,False,26,0,23,0,False,False
650,89,False,32,0,20,0,False,False
651,89,False,27,0,18,0,False,False
652,89,False,6,0,31,0,False,False
653,89,False,7,0,5,0,False,False
654,89,False,16,0,4,0,False,False
655,89,False,14,0,13,0,False,False
656,89,False,2,0,29,0,False,False
657,90,False,15,0,9,0,False,False
658,90,False,22,0,8,0,False,False
659,90,False,7,0,12,0,False,False
660,90,False,5,0,17,0,False,False
661,90,False,30,0,6,0,False,False
662,91,False,28,0,19,0,False,False
663,91,False,1,0,31,0,False,False
664,91,False,10,0,20,0,False,False
665,91,False,24,0,4,0,False,False
666,91,False,14,0,13,0,False,False
667,92,False,29,0,3,0,False,False
668,92,False,7,0,26,0,False,False
669,92,False,17,0,18,0,False,False
670,92,False,1,0,21,0,False,False
671,92,False,9,0,5,0,False,False
672,92,False,12,0,27,0,False,False
673,92,False,30,0,32,0,False,False
674,92,False,16,0,11,0,False,False
675,92,False,8,0,23,0,False,False
676,92,False,2,0,24,0,False,False
677,93,False,9,0,31,0,False,False
678,93,False,4,0,15,0,False,False
679,93,False,25,0,6,0,False,False
680,93,False,20,0,28,0,False,False
681,93,False,23,0,13,0,False,False
682,94,False,4,0,2,0,False,False
683,94,False,12,0,15,0,False,False
684,94,False,29,0,10,0,False,False
685,94,False,3,0,19,0,False,False
686,94,False,27,0,21,0,False,False
687,94,False,17,0,22,0,False,False
688,94,False,1,0,5,0,False,False
689,94,False,18,0,16,0,False,False
690,94,False,11,0,32,0,False,False
691,94,False,20,0,7,0,False,False
692,94,False,8,0,30,0,False,False
693,94,False,14,0,24,0,False,False
694,95,False,31,0,6,0,False,False
695,95,False,13,0,32,0,False,False
696,95,False,25,0,28,0,False,False
697,96,False,19,0,2,0,False,False
698,96,False,4,0,22,0,False,False
699,96,False,8,0,7,0,False,False
700,96,False,9,0,23,0,False,False
701,96,False,1,0,3,0,False,False
702,96,False,29,0,27,0,False,False
703,96,False,10,0,15,0,False,False
704,96,False,12,0,20,0,False,False
705,96,False,26,0,21,0,False,False
706,96,False,24,0,5,0,False,False
707,96,False,6,0,16,0,False,False
708,96,False,18,0,14,0,False,False
709,96,False,13,0,11,0,False,False
710,96,False,25,0,30,0,False,False
711,97,False,17,0,32,0,False,False
712,97,False,22,0,2,0,False,False
713,97,False,31,0,16,0,False,False
714,97,False,8,0,28,0,False,False
715,97,False,30,0,23,0,False,False
716,98,False,12,0,3,0,False,False
717,98,False,5,0,10,0,False,False
718,98,False,24,0,19,0,False,False
719,98,False,26,0,21,0,False,False
720,98,False,29,0,15,0,False,False
721,98,False,17,0,14,0,False,False
722,98,False,11,0,6,0,False,False
723,98,False,27,0,7,0,False,False
724,98,False,9,0,13,0,False,False
725,99,False,29,0,20,0,False,False
726,99,False,26,0,22,0,False,False
727,99,False,15,0,31,0,False,False
728,99,False,4,0,8,0,False,False
729,99,False,10,0,2,0,False,False
730,99,False,5,0,25,0,False,False
731,99,False,11,0,16,0,False,False
732,99,False,18,0,32,0,False,False
733,99,False,27,0,28,0,False,False
734,99,False,9,0,1,0,False,False
735,100,False,24,0,17,0,False,False
736,100,False,21,0,3,0,False,False
737,100,False,20,0,19,0,False,False
738,100,False,30,0,13,0,False,False
739,101,False,24,0,2,0,False,False
740,101,False,15,0,3,0,False,False
741,101,False,21,0,22,0,False,False
742,101,False,23,0,31,0,False,False
743,101,False,29,0,8,0,False,False
744,101,False,32,0,14,0,False,False
745,101,False,4,0,6,0,False,False
746,101,False,9,0,28,0,False,False
747,101,False,18,0,11,0,False,False
748,101,False,27,0,30,0,False,False
749,102,False,23,0,10,0,False,False
750,102,False,12,0,5,0,False,False
751,102,False,26,0,25,0,False,False
752,102,False,16,0,7,0,False,False
753,102,False,1,0,13,0,False,False
754,103,False,14,0,3,0,False,False
755,103,False,19,0,21,0,False,False
756,103,False,18,0,4,0,False,False
757,103,False,24,0,28,0,False,False
758,103,False,15,0,20,0,False,False
759,103,False,5,0,17,0,False,False
760,103,False,8,0,22,0,False,False
761,103,False,12,0,31,0,False,False
762,103,False,27,0,32,0,False,False
763,103,False,2,0,6,0,False,False
764,103,False,11,0,29,0,False,False
765,103,False,16,0,30,0,False,False
766,103,False,13,0,1,0,False,False
767,104,False,26,0,9,0,False,False
768,104,False,20,0,10,0,False,False
769,104,False,25,0,11,0,False,False
770,105,False,3,0,5,0,False,False
771,105,False,31,0,7,0,False,False
772,105,False,22,0,24,0,False,False
